name,year,population,gdp_percap,life_exp,region,oecd,lat,long,income2017,Year-category,TotalGDP
Syria,1890,1758557,1387,31.69,asia,FALSE,35,38,lower_mid,1890,2439118559
Tajikistan,1890,881646,807,24.92,asia,FALSE,39,71,lower_mid,1890,711488322
Timor-Leste,1890,296380,622,29.59,asia,FALSE,-8.83333,125.75,lower_mid,1890,184348360
Uzbekistan,1890,3618199,608,27.97,asia,FALSE,41.66667,63.83333,lower_mid,1890,2199864992
Vanuatu,1890,37017,744,24.73,asia,FALSE,-16,167,lower_mid,1890,27540648
Palestine,1890,253607,1299,32.87,asia,FALSE,31.92157,35.20329,lower_mid,1890,329435493
Vietnam,1890,12934887,990,31.38,asia,FALSE,16.16667,107.83333,lower_mid,1890,12805538130
Yemen,1890,3070113,1131,23.48,asia,FALSE,15.5,47.5,lower_mid,1890,3472297803
Bangladesh,1900,29230700,995,21.27,asia,FALSE,24,90,lower_mid,1900,29084546500
Bhutan,1900,136236,739,31.56,asia,FALSE,27.5,90.5,lower_mid,1900,100678404
India,1900,243073944,1194,18.37,asia,FALSE,22,79,lower_mid,1900,2.9023E+11
Indonesia,1900,38159333,1198,30.24,asia,FALSE,-5,120,lower_mid,1900,45714880934
Jordan,1900,328750,1519,32.02,asia,FALSE,31,36,lower_mid,1900,499371250
Kiribati,1900,26946,602,25.4,asia,FALSE,1.421,172.984,lower_mid,1900,16221492
Kyrgyz Republic,1900,1101062,1028,25.72,asia,FALSE,41.5,75,lower_mid,1900,1131891736
"Micronesia, Fed. Sts.",1900,24523,551,26.47,asia,FALSE,6.924,158.162,lower_mid,1900,13512173
Myanmar,1900,10013993,1169,30.34,asia,FALSE,21,96,lower_mid,1900,11706357817
Pakistan,1900,18819216,1159,21.47,asia,FALSE,30,70,lower_mid,1900,21811471344
Papua New Guinea,1900,1227442,719,33.14,asia,FALSE,-6,147,lower_mid,1900,882530798
Philippines,1900,6480589,1119,31.24,asia,FALSE,13,122,lower_mid,1900,7251779091
Solomon Islands,1900,71961,482,25.15,asia,FALSE,-8,159,lower_mid,1900,34685202
Sri Lanka,1900,3941352,2138,32.72,asia,FALSE,7.75,80.75,lower_mid,1900,8426610576
Syria,1900,1854881,1521,31.98,asia,FALSE,35,38,lower_mid,1900,2821274001
Tajikistan,1900,965052,1107,25.64,asia,FALSE,39,71,lower_mid,1900,1068312564
Timor-Leste,1900,330692,635,29.91,asia,FALSE,-8.83333,125.75,lower_mid,1900,209989420
Uzbekistan,1900,3957768,816,28.89,asia,FALSE,41.66667,63.83333,lower_mid,1900,3229538688
Vanuatu,1900,38546,770,24.94,asia,FALSE,-16,167,lower_mid,1900,29680420
Palestine,1900,288776,1334,33.26,asia,FALSE,31.92157,35.20329,lower_mid,1900,385227184
Vietnam,1900,14597796,1079,31.07,asia,FALSE,16.16667,107.83333,lower_mid,1900,15751021884
Yemen,1900,3183724,1164,23.53,asia,FALSE,15.5,47.5,lower_mid,1900,3705854736
Bangladesh,1910,30936533,1158,21.51,asia,FALSE,24,90,lower_mid,1910,35824505214
Bhutan,1910,143767,754,32.49,asia,FALSE,27.5,90.5,lower_mid,1910,108400318
India,1910,253761199,1390,23.21,asia,FALSE,22,79,lower_mid,1910,3.52728E+11
Indonesia,1910,42771822,1313,30.32,asia,FALSE,-5,120,lower_mid,1910,56159402286
Jordan,1910,351563,1643,32.12,asia,FALSE,31,36,lower_mid,1910,577618009
Kiribati,1910,28644,607,25.57,asia,FALSE,1.421,172.984,lower_mid,1910,17386908
Kyrgyz Republic,1910,1205775,1122,28.17,asia,FALSE,41.5,75,lower_mid,1910,1352879550
"Micronesia, Fed. Sts.",1910,25763,554,26.39,asia,FALSE,6.924,158.162,lower_mid,1910,14272702
Myanmar,1910,11870774,1013,30.19,asia,FALSE,21,96,lower_mid,1910,12025094062
Pakistan,1910,19813364,1349,23.02,asia,FALSE,30,70,lower_mid,1910,26728228036
Papua New Guinea,1910,1302433,743,33.69,asia,FALSE,-6,147,lower_mid,1910,967707719
Philippines,1910,7771117,1463,31.35,asia,FALSE,13,122,lower_mid,1910,11369144171
Solomon Islands,1910,73225,500,25.16,asia,FALSE,-8,159,lower_mid,1910,36612500
Sri Lanka,1910,4637602,2004,33.01,asia,FALSE,7.75,80.75,lower_mid,1910,9293754408
Syria,1910,1956254,1668,32.27,asia,FALSE,35,38,lower_mid,1910,3263031672
Tajikistan,1910,1055994,1240,27.91,asia,FALSE,39,71,lower_mid,1910,1309432560
Timor-Leste,1910,368795,647,30.23,asia,FALSE,-8.83333,125.75,lower_mid,1910,238610365
Uzbekistan,1910,4327736,896,31.41,asia,FALSE,41.66667,63.83333,lower_mid,1910,3877651456
Vanuatu,1910,40135,797,25.16,asia,FALSE,-16,167,lower_mid,1910,31987595
Palestine,1910,333509,1370,33.64,asia,FALSE,31.92157,35.20329,lower_mid,1910,456907330
Vietnam,1910,16454277,1176,30.77,asia,FALSE,16.16667,107.83333,lower_mid,1910,19350229752
Yemen,1910,3301368,1197,23.57,asia,FALSE,15.5,47.5,lower_mid,1910,3951737496
Bangladesh,1920,32566952,1057,22.97,asia,FALSE,24,90,lower_mid,1920,34423268264
Bhutan,1920,151436,769,33.41,asia,FALSE,27.5,90.5,lower_mid,1920,116454284
India,1920,267795298,1196,24.76,asia,FALSE,22,79,lower_mid,1920,3.20283E+11
Indonesia,1920,47287778,1460,30.39,asia,FALSE,-5,120,lower_mid,1920,69040155880
Jordan,1920,377067,1889,32.23,asia,FALSE,31,36,lower_mid,1920,712279563
Kiribati,1920,30109,743,25.74,asia,FALSE,1.421,172.984,lower_mid,1920,22370987
Kyrgyz Republic,1920,1320907,1309,16.58,asia,FALSE,41.5,75,lower_mid,1920,1729067263
"Micronesia, Fed. Sts.",1920,27085,638,26.31,asia,FALSE,6.924,158.162,lower_mid,1920,17280230
Myanmar,1920,12994680,1301,30.03,asia,FALSE,21,96,lower_mid,1920,16906078680
Pakistan,1920,21317680,1232,26.37,asia,FALSE,30,70,lower_mid,1920,26263381760
Papua New Guinea,1920,1383726,784,34.24,asia,FALSE,-6,147,lower_mid,1920,1084841184
Philippines,1920,9410425,2164,31.46,asia,FALSE,13,122,lower_mid,1920,20364159700
Solomon Islands,1920,75171,568,25.18,asia,FALSE,-8,159,lower_mid,1920,42697128
Sri Lanka,1920,5212844,1752,31.28,asia,FALSE,7.75,80.75,lower_mid,1920,9132902688
Syria,1920,2200282,1616,32.56,asia,FALSE,35,38,lower_mid,1920,3555655712
Tajikistan,1920,1156225,525,16.47,asia,FALSE,39,71,lower_mid,1920,607018125
Timor-Leste,1920,411563,660,30.55,asia,FALSE,-8.83333,125.75,lower_mid,1920,271631580
Uzbekistan,1920,4736612,550,19.76,asia,FALSE,41.66667,63.83333,lower_mid,1920,2605136600
Vanuatu,1920,41807,875,25.37,asia,FALSE,-16,167,lower_mid,1920,36581125
Palestine,1920,348419,1194,34.03,asia,FALSE,31.92157,35.20329,lower_mid,1920,416012286
Vietnam,1920,18182470,1148,30.46,asia,FALSE,16.16667,107.83333,lower_mid,1920,20873475560
Yemen,1920,3517932,1231,23.62,asia,FALSE,15.5,47.5,lower_mid,1920,4330574292
Bangladesh,1930,34357413,1227,26.62,asia,FALSE,24,90,lower_mid,1930,42156545751
Bhutan,1930,158913,795,34.33,asia,FALSE,27.5,90.5,lower_mid,1930,126335835
India,1930,285470836,1242,28.93,asia,FALSE,22,79,lower_mid,1930,3.54555E+11
Indonesia,1930,53403723,1799,32,asia,FALSE,-5,120,lower_mid,1930,96073297677
Jordan,1930,403917,2195,32.34,asia,FALSE,31,36,lower_mid,1930,886597815
Kiribati,1930,30998,1042,25.91,asia,FALSE,1.421,172.984,lower_mid,1930,32299916
Kyrgyz Republic,1930,1447318,1578,33.23,asia,FALSE,41.5,75,lower_mid,1930,2283867804
"Micronesia, Fed. Sts.",1930,28512,780,31.55,asia,FALSE,6.924,158.162,lower_mid,1930,22239360
Myanmar,1930,14434997,1530,29.88,asia,FALSE,21,96,lower_mid,1930,22085545410
Pakistan,1930,23358706,1424,29.96,asia,FALSE,30,70,lower_mid,1930,33262797344
Papua New Guinea,1930,1473435,835,34.79,asia,FALSE,-6,147,lower_mid,1930,1230318225
Philippines,1930,11577990,2350,35.15,asia,FALSE,13,122,lower_mid,1930,27208276500
Solomon Islands,1930,78637,672,25.2,asia,FALSE,-8,159,lower_mid,1930,52844064
Sri Lanka,1930,5673726,1951,38.46,asia,FALSE,7.75,80.75,lower_mid,1930,11069439426
Syria,1930,2544332,1674,32.86,asia,FALSE,35,38,lower_mid,1930,4259211768
Tajikistan,1930,1266910,1302,32.53,asia,FALSE,39,71,lower_mid,1930,1649516820
Timor-Leste,1930,448016,675,30.86,asia,FALSE,-8.83333,125.75,lower_mid,1930,302410800
Uzbekistan,1930,5191011,919,36.65,asia,FALSE,41.66667,63.83333,lower_mid,1930,4770539109
Vanuatu,1930,43581,998,25.58,asia,FALSE,-16,167,lower_mid,1930,43493838
Palestine,1930,456932,1215,34.41,asia,FALSE,31.92157,35.20329,lower_mid,1930,555172380
Vietnam,1930,20146284,1073,30.15,asia,FALSE,16.16667,107.83333,lower_mid,1930,21616962732
Yemen,1930,3787588,1266,23.66,asia,FALSE,15.5,47.5,lower_mid,1930,4795086408
Bangladesh,1940,37445668,1178,33.49,asia,FALSE,24,90,lower_mid,1940,44110996904
Bhutan,1940,166759,821,35.25,asia,FALSE,27.5,90.5,lower_mid,1940,136909139
India,1940,324372331,1077,32.33,asia,FALSE,22,79,lower_mid,1940,3.49349E+11
Indonesia,1940,61821586,2063,36.79,asia,FALSE,-5,120,lower_mid,1940,1.27538E+11
Jordan,1940,432679,2535,36.89,asia,FALSE,31,36,lower_mid,1940,1096841265
Kiribati,1940,31914,1458,33.03,asia,FALSE,1.421,172.984,lower_mid,1940,46530612
Kyrgyz Republic,1940,1585827,1902,39.32,asia,FALSE,41.5,75,lower_mid,1940,3016242954
"Micronesia, Fed. Sts.",1940,30014,954,42.07,asia,FALSE,6.924,158.162,lower_mid,1940,28633356
Myanmar,1940,16503485,1107,29.72,asia,FALSE,21,96,lower_mid,1940,18269357895
Pakistan,1940,27847668,1361,33.91,asia,FALSE,30,70,lower_mid,1940,37900676148
Papua New Guinea,1940,1568960,888,35.33,asia,FALSE,-6,147,lower_mid,1940,1393236480
Philippines,1940,14552397,2595,43.54,asia,FALSE,13,122,lower_mid,1940,37763470215
Solomon Islands,1940,83860,796,32.48,asia,FALSE,-8,159,lower_mid,1940,66752560
Sri Lanka,1940,6095843,1871,44.39,asia,FALSE,7.75,80.75,lower_mid,1940,11405322253
Syria,1940,2942180,1572,38.98,asia,FALSE,35,38,lower_mid,1940,4625106960
Tajikistan,1940,1388191,1895,38.25,asia,FALSE,39,71,lower_mid,1940,2630621945
Timor-Leste,1940,449272,689,31.18,asia,FALSE,-8.83333,125.75,lower_mid,1940,309548408
Uzbekistan,1940,5689002,1334,42.92,asia,FALSE,41.66667,63.83333,lower_mid,1940,7589128668
Vanuatu,1940,45430,1137,32.35,asia,FALSE,-16,167,lower_mid,1940,51653910
Palestine,1940,709414,1384,39.86,asia,FALSE,31.92157,35.20329,lower_mid,1940,981828976
Vietnam,1940,22322200,1011,33.57,asia,FALSE,16.16667,107.83333,lower_mid,1940,22567744200
Yemen,1940,4077913,1302,23.71,asia,FALSE,15.5,47.5,lower_mid,1940,5309442726
Bangladesh,1950,37894681,1032,40.28,asia,FALSE,24,90,lower_mid,1950,39107310792
Bhutan,1950,176797,848,36.17,asia,FALSE,27.5,90.5,lower_mid,1950,149923856
India,1950,376325200,904,34.92,asia,FALSE,22,79,lower_mid,1950,3.40198E+11
Indonesia,1950,69543316,1454,37.16,asia,FALSE,-5,120,lower_mid,1950,1.01116E+11
Jordan,1950,481321,2911,45.96,asia,FALSE,31,36,lower_mid,1950,1401125431
Kiribati,1950,33048,2034,44.91,asia,FALSE,1.421,172.984,lower_mid,1950,67219632
Kyrgyz Republic,1950,1740004,2290,51.28,asia,FALSE,41.5,75,lower_mid,1950,3984609160
"Micronesia, Fed. Sts.",1950,32001,1165,52.52,asia,FALSE,6.924,158.162,lower_mid,1950,37281165
Myanmar,1950,17151510,619,31.95,asia,FALSE,21,96,lower_mid,1950,10616784690
Pakistan,1950,37542376,1192,37.91,asia,FALSE,30,70,lower_mid,1950,44750512192
Papua New Guinea,1950,1674036,945,38.36,asia,FALSE,-6,147,lower_mid,1950,1581964020
Philippines,1950,18580490,1863,56.32,asia,FALSE,13,122,lower_mid,1950,34615452870
Solomon Islands,1950,89794,941,44.61,asia,FALSE,-8,159,lower_mid,1950,84496154
Sri Lanka,1950,7971098,1835,52.98,asia,FALSE,7.75,80.75,lower_mid,1950,14626964830
Syria,1950,3413331,1794,51.09,asia,FALSE,35,38,lower_mid,1950,6123515814
Tajikistan,1950,1531501,2469,49.55,asia,FALSE,39,71,lower_mid,1950,3781275969
Timor-Leste,1950,433397,704,31.5,asia,FALSE,-8.83333,125.75,lower_mid,1950,305111488
Uzbekistan,1950,6264056,1732,55.18,asia,FALSE,41.66667,63.83333,lower_mid,1950,10849344992
Vanuatu,1950,47697,1295,43.62,asia,FALSE,-16,167,lower_mid,1950,61767615
Palestine,1950,931928,1183,50.55,asia,FALSE,31.92157,35.20329,lower_mid,1950,1102470824
Vietnam,1950,24809906,961,47.85,asia,FALSE,16.16667,107.83333,lower_mid,1950,23842319666
Yemen,1950,4402320,1338,23.76,asia,FALSE,15.5,47.5,lower_mid,1950,5890304160
Bangladesh,1960,48199747,1055,43.83,asia,FALSE,24,90,lower_mid,1960,50850733085
Bhutan,1960,223288,951,41.69,asia,FALSE,27.5,90.5,lower_mid,1960,212346888
India,1960,449480608,1041,41.51,asia,FALSE,22,79,lower_mid,1960,4.67909E+11
Indonesia,1960,87792515,1754,45.86,asia,FALSE,-5,120,lower_mid,1960,1.53988E+11
Jordan,1960,932257,4058,54.23,asia,FALSE,31,36,lower_mid,1960,3783098906
Kiribati,1960,41233,2828,49.76,asia,FALSE,1.421,172.984,lower_mid,1960,116606924
Kyrgyz Republic,1960,2170093,2782,55.46,asia,FALSE,41.5,75,lower_mid,1960,6037198726
"Micronesia, Fed. Sts.",1960,44537,1424,56.06,asia,FALSE,6.924,158.162,lower_mid,1960,63420688
Myanmar,1960,20986123,815,40.79,asia,FALSE,21,96,lower_mid,1960,17103690245
Pakistan,1960,44908293,1212,49.12,asia,FALSE,30,70,lower_mid,1960,54428851116
Papua New Guinea,1960,2010677,1093,44.44,asia,FALSE,-6,147,lower_mid,1960,2197669961
Philippines,1960,26273025,2597,59.75,asia,FALSE,13,122,lower_mid,1960,68231045925
Solomon Islands,1960,117866,1113,49.46,asia,FALSE,-8,159,lower_mid,1960,131184858
Sri Lanka,1960,9874481,1883,60.02,asia,FALSE,7.75,80.75,lower_mid,1960,18593647723
Syria,1960,4573512,2247,57.24,asia,FALSE,35,38,lower_mid,1960,10276681464
Tajikistan,1960,2087038,3368,52.93,asia,FALSE,39,71,lower_mid,1960,7029143984
Timor-Leste,1960,499950,719,37.06,asia,FALSE,-8.83333,125.75,lower_mid,1960,359464050
Uzbekistan,1960,8549493,2356,59.3,asia,FALSE,41.66667,63.83333,lower_mid,1960,20142605508
Vanuatu,1960,63699,1474,50.12,asia,FALSE,-16,167,lower_mid,1960,93892326
Palestine,1960,1069316,1138,54.66,asia,FALSE,31.92157,35.20329,lower_mid,1960,1216881608
Vietnam,1960,32670629,1150,53.94,asia,FALSE,16.16667,107.83333,lower_mid,1960,37571223350
Yemen,1960,5172135,1415,32.96,asia,FALSE,15.5,47.5,lower_mid,1960,7318571025
Bangladesh,1970,65047770,1236,43.97,asia,FALSE,24,90,lower_mid,1970,80399043720
Bhutan,1970,298301,1065,48.77,asia,FALSE,27.5,90.5,lower_mid,1970,317690565
India,1970,553578513,1160,49,asia,FALSE,22,79,lower_mid,1970,6.42151E+11
Indonesia,1970,114834780,2108,53.77,asia,FALSE,-5,120,lower_mid,1970,2.42072E+11
Jordan,1970,1718913,4128,62.18,asia,FALSE,31,36,lower_mid,1970,7095672864
Kiribati,1970,51178,3924,54.89,asia,FALSE,1.421,172.984,lower_mid,1970,200822472
Kyrgyz Republic,1970,2969864,3377,59.59,asia,FALSE,41.5,75,lower_mid,1970,10029230728
"Micronesia, Fed. Sts.",1970,61431,1738,59.82,asia,FALSE,6.924,158.162,lower_mid,1970,106767078
Myanmar,1970,26381431,837,48.45,asia,FALSE,21,96,lower_mid,1970,22081257747
Pakistan,1970,58090759,1799,56.95,asia,FALSE,30,70,lower_mid,1970,1.04505E+11
Papua New Guinea,1970,2527586,1728,54.01,asia,FALSE,-6,147,lower_mid,1970,4367668608
Philippines,1970,35804729,3132,63.03,asia,FALSE,13,122,lower_mid,1970,1.1214E+11
Solomon Islands,1970,160290,1215,54.6,asia,FALSE,-8,159,lower_mid,1970,194752350
Sri Lanka,1970,12485756,2187,64.87,asia,FALSE,7.75,80.75,lower_mid,1970,27306348372
Syria,1970,6350541,2582,64.73,asia,FALSE,35,38,lower_mid,1970,16397096862
Tajikistan,1970,2930079,4712,56.29,asia,FALSE,39,71,lower_mid,1970,13806532248
Timor-Leste,1970,605125,733,43.88,asia,FALSE,-8.83333,125.75,lower_mid,1970,443556625
Uzbekistan,1970,12110028,3352,63.37,asia,FALSE,41.66667,63.83333,lower_mid,1970,40592813856
Vanuatu,1970,85389,1678,56.98,asia,FALSE,-16,167,lower_mid,1970,143282742
Palestine,1970,1124649,1185,62.43,asia,FALSE,31.92157,35.20329,lower_mid,1970,1332709065
Vietnam,1970,43407287,1053,53.85,asia,FALSE,16.16667,107.83333,lower_mid,1970,45707873211
Yemen,1970,6193810,1805,41.99,asia,FALSE,15.5,47.5,lower_mid,1970,11179827050
Bangladesh,1980,81470860,1089,53.82,asia,FALSE,24,90,lower_mid,1980,88721766540
Bhutan,1980,409172,1128,53.29,asia,FALSE,27.5,90.5,lower_mid,1980,461546016
India,1980,696783517,1256,54.43,asia,FALSE,22,79,lower_mid,1980,8.7516E+11
Indonesia,1980,147490365,3363,59.31,asia,FALSE,-5,120,lower_mid,1980,4.9601E+11
Jordan,1980,2374422,7573,66.79,asia,FALSE,31,36,lower_mid,1980,17981497806
Kiribati,1980,59339,2307,58.77,asia,FALSE,1.421,172.984,lower_mid,1980,136895073
Kyrgyz Republic,1980,3610981,3536,63.91,asia,FALSE,41.5,75,lower_mid,1980,12768428816
"Micronesia, Fed. Sts.",1980,72964,2417,61.75,asia,FALSE,6.924,158.162,lower_mid,1980,176353988
Myanmar,1980,33369712,932,55.43,asia,FALSE,21,96,lower_mid,1980,31100571584
Pakistan,1980,78068144,2213,60.32,asia,FALSE,30,70,lower_mid,1980,1.72765E+11
Papua New Guinea,1980,3304473,1766,55.33,asia,FALSE,-6,147,lower_mid,1980,5835699318
Philippines,1980,47396968,4252,64.88,asia,FALSE,13,122,lower_mid,1980,2.01532E+11
Solomon Islands,1980,230607,1293,58.94,asia,FALSE,-8,159,lower_mid,1980,298174851
Sri Lanka,1980,15035856,2725,68.89,asia,FALSE,7.75,80.75,lower_mid,1980,40972707600
Syria,1980,8930774,4777,68.89,asia,FALSE,35,38,lower_mid,1980,42662307398
Tajikistan,1980,3905413,4470,61.73,asia,FALSE,39,71,lower_mid,1980,17457196110
Timor-Leste,1980,587563,871,46.96,asia,FALSE,-8.83333,125.75,lower_mid,1980,511767373
Uzbekistan,1980,15939744,3420,66.34,asia,FALSE,41.66667,63.83333,lower_mid,1980,54513924480
Vanuatu,1980,115632,1989,60.44,asia,FALSE,-16,167,lower_mid,1980,229992048
Palestine,1980,1509183,1912,69.03,asia,FALSE,31.92157,35.20329,lower_mid,1980,2885557896
Vietnam,1980,54372514,1097,64.46,asia,FALSE,16.16667,107.83333,lower_mid,1980,59646647858
Yemen,1980,8120497,3358,53.15,asia,FALSE,15.5,47.5,lower_mid,1980,27268628926
Bangladesh,1990,106188642,1288,58.11,asia,FALSE,24,90,lower_mid,1990,1.36771E+11
Bhutan,1990,537280,2325,59.9,asia,FALSE,27.5,90.5,lower_mid,1990,1249176000
India,1990,870133480,1755,58.99,asia,FALSE,22,79,lower_mid,1990,1.52708E+12
Indonesia,1990,181436821,4625,63.64,asia,FALSE,-5,120,lower_mid,1990,8.39145E+11
Jordan,1990,3560582,6283,71.8,asia,FALSE,31,36,lower_mid,1990,22371136706
Kiribati,1990,72412,1961,58.2,asia,FALSE,1.421,172.984,lower_mid,1990,141999932
Kyrgyz Republic,1990,4372890,3475,65.98,asia,FALSE,41.5,75,lower_mid,1990,15195792750
"Micronesia, Fed. Sts.",1990,96331,2763,63.32,asia,FALSE,6.924,158.162,lower_mid,1990,266162553
Myanmar,1990,40626250,743,58.59,asia,FALSE,21,96,lower_mid,1990,30185303750
Pakistan,1990,107678614,3055,62.45,asia,FALSE,30,70,lower_mid,1990,3.28958E+11
Papua New Guinea,1990,4313059,1549,56,asia,FALSE,-6,147,lower_mid,1990,6680928391
Philippines,1990,61947348,4010,67.18,asia,FALSE,13,122,lower_mid,1990,2.48409E+11
Solomon Islands,1990,311840,1793,60.16,asia,FALSE,-8,159,lower_mid,1990,559129120
Sri Lanka,1990,17329713,3666,71.58,asia,FALSE,7.75,80.75,lower_mid,1990,63530727858
Syria,1990,12446171,3809,70.96,asia,FALSE,35,38,lower_mid,1990,47407465339
Tajikistan,1990,5283728,3645,64.93,asia,FALSE,39,71,lower_mid,1990,19259188560
Timor-Leste,1990,751933,1104,58,asia,FALSE,-8.83333,125.75,lower_mid,1990,830134032
Uzbekistan,1990,20462463,3071,68.28,asia,FALSE,41.66667,63.83333,lower_mid,1990,62840223873
Vanuatu,1990,146634,2549,61.86,asia,FALSE,-16,167,lower_mid,1990,373770066
Palestine,1990,2100883,1646,70.96,asia,FALSE,31.92157,35.20329,lower_mid,1990,3458053418
Vietnam,1990,68209605,1501,68.19,asia,FALSE,16.16667,107.83333,lower_mid,1990,1.02383E+11
Yemen,1990,12057039,3327,58.71,asia,FALSE,15.5,47.5,lower_mid,1990,40113768753
Bangladesh,2000,131581243,1642,65.48,asia,FALSE,24,90,lower_mid,2000,2.16056E+11
Bhutan,2000,573416,3539,65.62,asia,FALSE,27.5,90.5,lower_mid,2000,2029319224
India,2000,1053050912,2495,62.34,asia,FALSE,22,79,lower_mid,2000,2.62736E+12
Indonesia,2000,211540429,5806,67.27,asia,FALSE,-5,120,lower_mid,2000,1.2282E+12
Jordan,2000,5103130,7235,73.08,asia,FALSE,31,36,lower_mid,2000,36921145550
Kiribati,2000,84406,2007,59.47,asia,FALSE,1.421,172.984,lower_mid,2000,169402842
Kyrgyz Republic,2000,4920718,2075,66.41,asia,FALSE,41.5,75,lower_mid,2000,10210489850
"Micronesia, Fed. Sts.",2000,107432,3167,64.77,asia,FALSE,6.924,158.162,lower_mid,2000,340237144
Myanmar,2000,46095462,1306,61.13,asia,FALSE,21,96,lower_mid,2000,60200673372
Pakistan,2000,138523285,3495,62.63,asia,FALSE,30,70,lower_mid,2000,4.84139E+11
Papua New Guinea,2000,5572222,1791,57.64,asia,FALSE,-6,147,lower_mid,2000,9979849602
Philippines,2000,77991569,4224,68.24,asia,FALSE,13,122,lower_mid,2000,3.29436E+11
Solomon Islands,2000,412609,1729,61.45,asia,FALSE,-8,159,lower_mid,2000,713400961
Sri Lanka,2000,18781938,5580,72.75,asia,FALSE,7.75,80.75,lower_mid,2000,1.04803E+11
Syria,2000,16410848,5188,73.32,asia,FALSE,35,38,lower_mid,2000,85139479424
Tajikistan,2000,6216205,1180,65.21,asia,FALSE,39,71,lower_mid,2000,7335121900
Timor-Leste,2000,871607,1391,63.69,asia,FALSE,-8.83333,125.75,lower_mid,2000,1212405337
Uzbekistan,2000,24848920,2504,66.36,asia,FALSE,41.66667,63.83333,lower_mid,2000,62221695680
Vanuatu,2000,185063,2823,62.39,asia,FALSE,-16,167,lower_mid,2000,522432849
Palestine,2000,3223009,2256,71.43,asia,FALSE,31.92157,35.20329,lower_mid,2000,7271108304
Vietnam,2000,80285562,2650,70.71,asia,FALSE,16.16667,107.83333,lower_mid,2000,2.12757E+11
Yemen,2000,17874725,3894,62.61,asia,FALSE,15.5,47.5,lower_mid,2000,69604179150
Bangladesh,2010,152149102,2443,70.39,asia,FALSE,24,90,lower_mid,2010,3.717E+11
Bhutan,2010,727641,6420,72.13,asia,FALSE,27.5,90.5,lower_mid,2010,4671455220
India,2010,1230980691,4405,66.2,asia,FALSE,22,79,lower_mid,2010,5.42247E+12
Indonesia,2010,242524123,8433,69.9,asia,FALSE,-5,120,lower_mid,2010,2.04521E+12
Jordan,2010,7182390,9473,75.78,asia,FALSE,31,36,lower_mid,2010,68038780470
Kiribati,2010,102652,1732,60.73,asia,FALSE,1.421,172.984,lower_mid,2010,177793264
Kyrgyz Republic,2010,5422337,2790,68.45,asia,FALSE,41.5,75,lower_mid,2010,15128320230
"Micronesia, Fed. Sts.",2010,103616,3337,65.38,asia,FALSE,6.924,158.162,lower_mid,2010,345766592
Myanmar,2010,50155896,3721,66.84,asia,FALSE,21,96,lower_mid,2010,1.8663E+11
Pakistan,2010,170560182,4284,65.33,asia,FALSE,30,70,lower_mid,2010,7.3068E+11
Papua New Guinea,2010,7108239,2087,58.7,asia,FALSE,-6,147,lower_mid,2010,14834894793
Philippines,2010,93726624,5597,69.03,asia,FALSE,13,122,lower_mid,2010,5.24588E+11
Solomon Islands,2010,527790,1783,61.71,asia,FALSE,-8,159,lower_mid,2010,941049570
Sri Lanka,2010,20198353,8563,74.42,asia,FALSE,7.75,80.75,lower_mid,2010,1.72958E+11
Syria,2010,21018834,6603,76.15,asia,FALSE,35,38,lower_mid,2010,1.38787E+11
Tajikistan,2010,7641630,2106,69.61,asia,FALSE,39,71,lower_mid,2010,16093272780
Timor-Leste,2010,1109591,1853,71.1,asia,FALSE,-8.83333,125.75,lower_mid,2010,2056072123
Uzbekistan,2010,28606294,4240,68.77,asia,FALSE,41.66667,63.83333,lower_mid,2010,1.21291E+11
Vanuatu,2010,236295,2948,63.02,asia,FALSE,-16,167,lower_mid,2010,696597660
Palestine,2010,4066829,2443,72.27,asia,FALSE,31.92157,35.20329,lower_mid,2010,9935263247
Vietnam,2010,88472512,4486,73.07,asia,FALSE,16.16667,107.83333,lower_mid,2010,3.96888E+11
Yemen,2010,23606779,4479,67.51,asia,FALSE,15.5,47.5,lower_mid,2010,1.05735E+11
Cambodia,1800,2090000,903,35,asia,FALSE,13,105,lower_mid,1800,1887270000
Lao,1800,470000,864,31.9,asia,FALSE,18,105,lower_mid,1800,406080000
Mongolia,1800,619000,592,31.8,asia,FALSE,46,105,lower_mid,1800,366448000
Cambodia,1810,2090000,905,35,asia,FALSE,13,105,lower_mid,1810,1891450000
Lao,1810,470000,866,31.9,asia,FALSE,18,105,lower_mid,1810,407020000
Mongolia,1810,619000,593,31.8,asia,FALSE,46,105,lower_mid,1810,367067000
Cambodia,1820,2102468,906,35,asia,FALSE,13,105,lower_mid,1820,1904836008
Lao,1820,482066,867,31.9,asia,FALSE,18,105,lower_mid,1820,417951222
Mongolia,1820,621483,594,31.8,asia,FALSE,46,105,lower_mid,1820,369160902
Cambodia,1830,2137966,920,35,asia,FALSE,13,105,lower_mid,1830,1966928720
Lao,1830,517587,888,31.9,asia,FALSE,18,105,lower_mid,1830,459617256
Mongolia,1830,628530,604,31.8,asia,FALSE,46,105,lower_mid,1830,379632120
Cambodia,1840,2186829,933,35,asia,FALSE,13,105,lower_mid,1840,2040311457
Lao,1840,569053,909,31.9,asia,FALSE,18,105,lower_mid,1840,517269177
Mongolia,1840,638180,614,31.8,asia,FALSE,46,105,lower_mid,1840,391842520
Cambodia,1850,2236808,947,35,asia,FALSE,13,105,lower_mid,1850,2118257176
