,name,year,population,gdp_percap,life_exp,region,oecd,g77,lat,long,income2017
1923,Solomon Islands,1890,70662,466,25.13,asia,FALSE,TRUE,-8,159,lower_mid
1924,Somalia,1890,1548224,756,30.67,africa,FALSE,TRUE,6,48,low
1925,South Africa,1890,3836620,3051,34.06,africa,FALSE,TRUE,-29,24,upper_mid
1926,Spain,1890,17783791,2477,31.55,europe,TRUE,FALSE,40,-4,high
1927,Sri Lanka,1890,3361301,1729,32.68,asia,FALSE,TRUE,7.75,80.75,lower_mid
1928,Sudan,1890,4860181,729,31.44,africa,FALSE,TRUE,16,30,lower_mid
1929,Suriname,1890,136075,2630,33.04,americas,FALSE,TRUE,4,-56,upper_mid
1930,Swaziland,1890,87184,688,32.74,africa,FALSE,TRUE,-26.5,31.5,lower_mid
1931,Sweden,1890,4780109,2734,50.46,europe,TRUE,FALSE,62,15,high
1932,Switzerland,1890,2972441,7985,44.93,europe,TRUE,FALSE,47.00016,8.01427,high
1933,Syria,1890,1758557,1387,31.69,asia,FALSE,TRUE,35,38,lower_mid
1934,Taiwan,1890,2495116,1083,28.32,asia,FALSE,FALSE,24,121,high
1935,Tajikistan,1890,881646,807,24.92,asia,FALSE,FALSE,39,71,lower_mid
1936,Tanzania,1890,3842788,680,32.97,africa,FALSE,TRUE,-6,35,low
1937,Thailand,1890,6782134,1298,30.69,asia,FALSE,TRUE,15.5,101,upper_mid
1938,Timor-Leste,1890,296380,622,29.59,asia,FALSE,TRUE,-8.83333,125.75,lower_mid
1939,Togo,1890,822418,960,32.01,africa,FALSE,TRUE,8.66667,1.08333,low
1940,Tonga,1890,19633,843,28.25,asia,FALSE,TRUE,-20,-175,upper_mid
1941,Trinidad and Tobago,1890,210416,1803,38.85,americas,FALSE,TRUE,11,-61,high
1942,Tunisia,1890,1478213,1004,29.52,africa,FALSE,TRUE,34,9,lower_mid
1943,Turkey,1890,13251817,1837,35.64,europe,TRUE,FALSE,39,35,upper_mid
1944,Turkmenistan,1890,697740,1472,23.25,asia,FALSE,TRUE,39.75,59.66667,upper_mid
1945,Tuvalu,1890,3692,914,NA,asia,FALSE,FALSE,-8.51719,179.14478,upper_mid
1946,Uganda,1890,2646688,652,25.46,africa,FALSE,TRUE,1.25,32.5,low
1947,Ukraine,1890,21405529,1192,36.41,europe,FALSE,FALSE,49,32,lower_mid
1948,United Arab Emirates,1890,45189,1731,31.06,asia,FALSE,TRUE,23.75,54.5,high
1949,United Kingdom,1890,34215581,7165,44.73,europe,TRUE,FALSE,54.75844,-2.69531,high
1950,United States,1890,64051772,5643,45.2,americas,TRUE,FALSE,39.76,-98.5,high
1951,Uruguay,1890,682156,5621,32.89,americas,FALSE,TRUE,-33,-56,high
1952,Uzbekistan,1890,3618199,608,27.97,asia,FALSE,FALSE,41.66667,63.83333,lower_mid
1953,Vanuatu,1890,37017,744,24.73,asia,FALSE,TRUE,-16,167,lower_mid
1954,Venezuela,1890,2339881,1437,32.39,americas,FALSE,TRUE,8,-66,upper_mid
1955,Palestine,1890,253607,1299,32.87,asia,FALSE,TRUE,31.92157,35.20329,lower_mid
1956,Vietnam,1890,12934887,990,31.38,asia,FALSE,TRUE,16.16667,107.83333,lower_mid
1957,Yemen,1890,3070113,1131,23.48,asia,FALSE,TRUE,15.5,47.5,lower_mid
1958,Zambia,1890,741962,824,33.48,africa,FALSE,TRUE,-14.33333,28.5,lower_mid
1959,Zimbabwe,1890,1781946,968,34.03,africa,FALSE,TRUE,-19,29.75,low
1960,South Sudan,1890,1756589,713,28.65,africa,FALSE,TRUE,7.5,30,low
1961,Afghanistan,1900,5021241,793,29.22,asia,FALSE,TRUE,33,66,low
1962,Albania,1900,819951,1156,35.47,europe,FALSE,FALSE,41,20,upper_mid
1963,Algeria,1900,4946166,1749,30.08,africa,FALSE,TRUE,28,3,upper_mid
1964,Andorra,1900,4393,3195,NA,europe,FALSE,FALSE,42.50779,1.52109,high
1965,Angola,1900,2995663,958,29.54,africa,FALSE,TRUE,-12.5,18.5,lower_mid
1966,Antigua and Barbuda,1900,34926,1301,33.68,americas,FALSE,TRUE,17.05,-61.8,high
1967,Argentina,1900,4756635,5999,36.62,americas,FALSE,TRUE,-34,-64,upper_mid
1968,Armenia,1900,855315,886,35.18,europe,FALSE,FALSE,40.25,45,lower_mid
1969,Australia,1900,3743707,6685,50.02,asia,TRUE,FALSE,-25,135,high
1970,Austria,1900,5979721,5701,41.52,europe,TRUE,FALSE,47.33333,13.33333,high
1971,Azerbaijan,1900,1840715,1522,30.52,europe,FALSE,FALSE,40.5,47.5,upper_mid
1972,Bahamas,1900,53100,2484,35,americas,FALSE,TRUE,25.04082,-77.37122,high
1973,Bahrain,1900,76156,2700,30.49,asia,FALSE,TRUE,26.03333,50.55,high
1974,Bangladesh,1900,29230700,995,21.27,asia,FALSE,TRUE,24,90,lower_mid
1975,Barbados,1900,191119,1570,32.73,americas,FALSE,TRUE,13.16667,-59.53333,high
1976,Belarus,1900,4917314,1229,35.99,europe,FALSE,FALSE,53,28,upper_mid
1977,Belgium,1900,6767030,6964,46.59,europe,TRUE,FALSE,50.75,4.5,high
1978,Belize,1900,36115,995,26.61,americas,FALSE,TRUE,17.49952,-88.19756,upper_mid
1979,Benin,1900,1390021,880,32.06,africa,FALSE,TRUE,9.5,2.25,low
1980,Bhutan,1900,136236,739,31.56,asia,FALSE,TRUE,27.5,90.5,lower_mid
1981,Bolivia,1900,1826430,1826,33.96,americas,FALSE,TRUE,-17,-65,lower_mid
1982,Bosnia and Herzegovina,1900,1712008,1072,35.14,europe,FALSE,TRUE,44.25,17.83333,upper_mid
1983,Botswana,1900,122551,586,33.93,africa,FALSE,TRUE,-22,24,upper_mid
1984,Brazil,1900,18103490,1200,32.4,americas,FALSE,TRUE,-10,-55,upper_mid
1985,Brunei,1900,15507,1989,28.98,asia,FALSE,TRUE,4.5,114.66667,high
1986,Bulgaria,1900,3992259,2043,40.16,europe,FALSE,FALSE,42.66667,25.25,upper_mid
1987,Burkina Faso,1900,2977812,526,30.38,africa,FALSE,TRUE,12.5,-1.66667,low
1988,Burundi,1900,1589451,459,31.69,africa,FALSE,TRUE,-3.5,30,low
1989,Cambodia,1900,2859325,1020,35.76,asia,FALSE,TRUE,13,105,lower_mid
1990,Cameroon,1900,2297739,924,29.8,africa,FALSE,TRUE,6,12.5,lower_mid
1991,Canada,1900,5529722,4855,48.31,americas,TRUE,FALSE,60.10867,-113.64258,high
1992,Cape Verde,1900,113570,746,34.84,africa,FALSE,TRUE,16,-24,lower_mid
1993,Central African Republic,1900,706436,626,31.35,africa,FALSE,TRUE,7,21,low
1994,Chad,1900,1471359,617,32.66,africa,FALSE,TRUE,15,19,low
1995,Chile,1900,2998051,3293,32.22,americas,TRUE,TRUE,-33.45694,-70.64827,high
1996,China,1900,400774182,893,31.75,asia,FALSE,TRUE,35,105,upper_mid
1997,Colombia,1900,4109030,1186,32.8,americas,FALSE,TRUE,4,-73.25,upper_mid
1998,Comoros,1900,106702,770,32.79,africa,FALSE,TRUE,-12.23333,44.44553,low
1999,"Congo, Dem. Rep.",1900,8727833,732,32.98,africa,FALSE,TRUE,-2.5,23.5,low
2000,"Congo, Rep.",1900,570398,763,31.86,africa,FALSE,TRUE,-1,15.5,lower_mid
2001,Costa Rica,1900,297911,1900,35.03,americas,FALSE,TRUE,10,-84,upper_mid
2002,Cote d'Ivoire,1900,1863006,1212,32.72,africa,FALSE,TRUE,8,-5.5,lower_mid
2003,Croatia,1900,2483125,2821,36.03,europe,FALSE,FALSE,45.16667,15.5,upper_mid
2004,Cuba,1900,1762226,2755,33.42,americas,FALSE,TRUE,22,-79.5,upper_mid
2005,Cyprus,1900,235258,2203,41.37,europe,FALSE,FALSE,35,33,high
2006,Czech Republic,1900,7399101,3959,40.29,europe,TRUE,FALSE,49.75,15,high
2007,Denmark,1900,2557581,5563,51.94,europe,TRUE,FALSE,56,10,high
2008,Djibouti,1900,42078,1032,31.84,africa,FALSE,TRUE,11.58901,43.14503,lower_mid
2009,Dominica,1900,29066,1140,NA,americas,FALSE,TRUE,15.5,-61.33333,upper_mid
2010,Dominican Republic,1900,529756,1032,30.89,americas,FALSE,TRUE,19,-70.66667,upper_mid
2011,Ecuador,1900,1455092,884,33.81,americas,FALSE,TRUE,-1.25,-78.25,upper_mid
2012,Egypt,1900,9999403,1294,32.88,africa,FALSE,TRUE,27,30,lower_mid
2013,El Salvador,1900,774733,1912,29.06,americas,FALSE,TRUE,13.83333,-88.91667,lower_mid
2014,Equatorial Guinea,1900,105183,406,30.81,africa,FALSE,TRUE,1.7,10.5,upper_mid
2015,Eritrea,1900,589731,654,31.28,africa,FALSE,TRUE,15,39,low
2016,Estonia,1900,695836,2024,43.12,europe,FALSE,FALSE,59,26,high
2017,Ethiopia,1900,8993179,539,29.86,africa,FALSE,TRUE,9,39.5,low
2018,Fiji,1900,121905,1033,26.71,asia,FALSE,TRUE,-18,178,upper_mid
2019,Finland,1900,2633387,2788,41.74,europe,TRUE,FALSE,64,26,high
2020,France,1900,40628637,4312,45.14,europe,TRUE,FALSE,46,2,high
2021,Gabon,1900,311588,396,31.66,africa,FALSE,TRUE,-1,11.75,upper_mid
2022,Gambia,1900,187276,864,32.73,africa,FALSE,TRUE,13.5,-15.5,low
2023,Georgia,1900,2227932,1003,33.29,europe,FALSE,FALSE,41.99998,43.4999,lower_mid
2024,Germany,1900,55400945,4594,43.9,europe,TRUE,FALSE,51.5,10.5,high
2025,Ghana,1900,1891249,724,29,africa,FALSE,TRUE,8.1,-1.2,lower_mid
2026,Greece,1900,4932256,3026,40.43,europe,TRUE,FALSE,39,22,high
2027,Grenada,1900,61608,1350,37.91,americas,FALSE,TRUE,12.11667,-61.66667,upper_mid
2028,Guatemala,1900,1390945,1648,25.64,americas,FALSE,TRUE,14.64072,-90.51327,lower_mid
2029,Guinea,1900,1988973,532,32.65,africa,FALSE,TRUE,10.83333,-10.66667,low
2030,Guinea-Bissau,1900,379807,832,31.2,africa,FALSE,TRUE,12,-15,low
2031,Guyana,1900,285690,2087,31.33,americas,FALSE,TRUE,5,-59,upper_mid
2032,Haiti,1900,1584085,1434,28.7,americas,FALSE,TRUE,19,-72.41667,low
2033,Honduras,1900,531097,1878,34.83,americas,FALSE,TRUE,15,-86.5,lower_mid
2034,"Hong Kong, China",1900,310113,1757,34.74,asia,FALSE,FALSE,22.28552,114.15769,high
2035,Hungary,1900,7115393,2861,37.33,europe,TRUE,FALSE,47,20,high
2036,Iceland,1900,102914,2352,46.66,europe,TRUE,FALSE,65,-18,high
2037,India,1900,243073944,1194,18.37,asia,FALSE,TRUE,22,79,lower_mid
2038,Indonesia,1900,38159333,1198,30.24,asia,FALSE,TRUE,-5,120,lower_mid
2039,Iran,1900,9993086,1322,26.31,asia,FALSE,TRUE,32,53,upper_mid
2040,Iraq,1900,2238359,1509,31.58,asia,FALSE,TRUE,33,44,upper_mid
2041,Ireland,1900,3163836,4016,49.2,europe,TRUE,FALSE,53,-8,high
2042,Israel,1900,359084,1051,31.79,asia,FALSE,FALSE,31.5,34.75,high
2043,Italy,1900,33736335,3526,41.64,europe,TRUE,FALSE,42.83333,12.83333,high
2044,Jamaica,1900,719181,991,37.89,americas,FALSE,TRUE,18.16667,-77.25,upper_mid
2045,Japan,1900,44282076,1839,38.63,asia,TRUE,FALSE,35.68536,139.75309,high
2046,Jordan,1900,328750,1519,32.02,asia,FALSE,TRUE,31,36,lower_mid
2047,Kazakhstan,1900,4234117,2461,28.26,asia,FALSE,FALSE,48,68,upper_mid
2048,Kenya,1900,2629263,1167,26.34,africa,FALSE,TRUE,1,38,lower_mid
2049,Kiribati,1900,26946,602,25.4,asia,FALSE,FALSE,1.421,172.984,lower_mid
2050,North Korea,1900,5124045,523,27.01,asia,FALSE,TRUE,40,127,low
2051,South Korea,1900,9926632,520,25.9,asia,TRUE,FALSE,36.5,127.75,high
2052,Kuwait,1900,94866,2201,26.44,asia,FALSE,TRUE,29.36972,47.97833,high
2053,Kyrgyz Republic,1900,1101062,1028,25.72,asia,FALSE,FALSE,41.5,75,lower_mid
2054,Lao,1900,1149618,1049,31.05,asia,FALSE,TRUE,18,105,lower_mid
2055,Latvia,1900,1223090,1621,46.17,europe,FALSE,FALSE,57,25,high
2056,Lebanon,1900,558482,2086,29.77,asia,FALSE,TRUE,33.83333,35.83333,upper_mid
2057,Lesotho,1900,503399,416,34.16,africa,FALSE,TRUE,-29.5,28.25,lower_mid
2058,Liberia,1900,612986,991,33.07,africa,FALSE,TRUE,6.5,-9.5,low
2059,Libya,1900,857537,2806,34.88,africa,FALSE,TRUE,28,17,upper_mid
2060,Liechtenstein,1900,9855,,NA,europe,FALSE,FALSE,47.16667,9.53333,high
2061,Lithuania,1900,1626629,2741,41.7,europe,FALSE,FALSE,55.41667,24,high
2062,Luxembourg,1900,213965,3751,47.56,europe,TRUE,FALSE,49.61167,6.13,high
2063,"Macedonia, FYR",1900,800063,1446,36.29,europe,FALSE,FALSE,41.66667,21.75,upper_mid
2064,Madagascar,1900,2894356,845,31.73,africa,FALSE,TRUE,-20,47,low
2065,Malawi,1900,780171,355,30.94,africa,FALSE,TRUE,-13.5,34,low
2066,Malaysia,1900,2204407,1277,30.62,asia,FALSE,TRUE,2.5,112.5,upper_mid
2067,Maldives,1900,63981,838,31.53,asia,FALSE,TRUE,3.2,73,upper_mid
2068,Mali,1900,2961060,621,28.23,africa,FALSE,TRUE,18,-2,low
2069,Malta,1900,225709,1631,41.76,europe,FALSE,FALSE,35.91667,14.43333,high
2070,Marshall Islands,1900,9526,573,NA,asia,FALSE,TRUE,7.113,171.236,upper_mid
2071,Mauritania,1900,533349,778,32.99,africa,FALSE,TRUE,20.25,-10.5,lower_mid
2072,Mauritius,1900,370836,1387,25.99,africa,FALSE,TRUE,-20.3,57.58333,upper_mid
2073,Mexico,1900,13662641,2163,27.68,americas,TRUE,FALSE,19.42847,-99.12766,upper_mid
2074,"Micronesia, Fed. Sts.",1900,24523,551,26.47,asia,FALSE,TRUE,6.924,158.162,lower_mid
2075,Moldova,1900,1479149,1209,32.77,europe,FALSE,FALSE,47.25,28.58333,lower_mid
2076,Monaco,1900,13966,5067,NA,europe,FALSE,FALSE,43.73333,7.41667,high
2077,Mongolia,1900,704557,680,31.65,asia,FALSE,TRUE,46,105,lower_mid
2078,Montenegro,1900,254700,2216,35.81,europe,FALSE,FALSE,42.75,19.25,upper_mid
2079,Morocco,1900,4667601,824,33.61,africa,FALSE,TRUE,32,-6,lower_mid
2080,Mozambique,1900,4037289,414,32.2,africa,FALSE,TRUE,-18.25,35,low
2081,Myanmar,1900,10013993,1169,30.34,asia,FALSE,TRUE,21,96,lower_mid
2082,Namibia,1900,231994,1788,33.46,africa,FALSE,TRUE,-22,17,upper_mid
2083,Nauru,1900,2440,817,NA,asia,FALSE,FALSE,-0.517,166.933,upper_mid
2084,Nepal,1900,5419485,821,34.32,asia,FALSE,TRUE,28,84,low
2085,Netherlands,1900,5158807,6060,48.42,europe,TRUE,FALSE,52.25,5.75,high
2086,New Zealand,1900,815519,7178,47.48,asia,TRUE,FALSE,-42,174,high
2087,Nicaragua,1900,571352,2282,26.07,americas,FALSE,TRUE,13,-85,lower_mid
2088,Niger,1900,1938530,658,32.66,africa,FALSE,TRUE,18,9,low
2089,Nigeria,1900,17111076,1269,33.63,africa,FALSE,TRUE,10,8,lower_mid
2090,Norway,1900,2214921,3642,53.46,europe,TRUE,FALSE,62,10,high
2091,Oman,1900,417606,1439,32.37,asia,FALSE,TRUE,21,57,high
2092,Pakistan,1900,18819216,1159,21.47,asia,FALSE,TRUE,30,70,lower_mid
2093,Palau,1900,5787,1104,NA,asia,FALSE,FALSE,7.503,134.621,high
2094,Panama,1900,266472,2093,33.32,americas,FALSE,TRUE,8.9936,-79.51973,upper_mid
2095,Papua New Guinea,1900,1227442,719,33.14,asia,FALSE,TRUE,-6,147,lower_mid
2096,Paraguay,1900,457183,2278,36.16,americas,FALSE,TRUE,-23.33333,-58,upper_mid
2097,Peru,1900,3680342,1815,34.53,americas,FALSE,TRUE,-10,-75.25,upper_mid
2098,Philippines,1900,6480589,1119,31.24,asia,FALSE,TRUE,13,122,lower_mid
2099,Poland,1900,24700969,2582,40.42,europe,TRUE,FALSE,52,20,high
2100,Portugal,1900,5426479,2411,35.64,europe,TRUE,FALSE,39.6945,-8.13057,high
2101,Qatar,1900,16292,2201,30.67,asia,FALSE,TRUE,25.27932,51.52245,high
2102,Romania,1900,10978551,2472,35.74,europe,FALSE,FALSE,46,25,upper_mid
2103,Russia,1900,64836675,3087,30.68,europe,FALSE,FALSE,60,100,upper_mid
2104,Rwanda,1900,1576434,489,25.37,africa,FALSE,TRUE,-2,30,low
2105,St. Kitts and Nevis,1900,31584,2002,NA,americas,FALSE,TRUE,17.33333,-62.75,high
2106,St. Lucia,1900,48642,1141,28.37,americas,FALSE,TRUE,13.88333,-60.96667,upper_mid
2107,St. Vincent and the Grenadines,1900,46070,1440,25.95,americas,FALSE,TRUE,13.08333,-61.2,upper_mid
2108,Samoa,1900,34308,1842,26.83,asia,FALSE,TRUE,-13.8,-172.13333,upper_mid
2109,San Marino,1900,9228,2222,NA,europe,FALSE,FALSE,43.93667,12.44639,high
2110,Sao Tome and Principe,1900,41545,1023,31.44,africa,FALSE,TRUE,1,7,lower_mid
2111,Saudi Arabia,1900,2556758,982,34.27,asia,FALSE,TRUE,25,45,high
2112,Senegal,1900,1759892,734,26.81,africa,FALSE,TRUE,14.5,-14.25,low
2113,Serbia,1900,4331770,2845,35.86,europe,FALSE,FALSE,44.81892,20.45998,upper_mid
2114,Seychelles,1900,18739,1176,44.81,africa,FALSE,TRUE,-4.58333,55.66667,high
2115,Sierra Leone,1900,1432659,1083,27.49,africa,FALSE,TRUE,8.5,-11.5,low
2116,Singapore,1900,215875,2622,34.09,asia,FALSE,TRUE,1.28967,103.85007,high
2117,Slovak Republic,1900,2855334,2949,37.92,europe,TRUE,FALSE,48.66667,19.5,high
2118,Slovenia,1900,949546,2952,36.38,europe,FALSE,FALSE,46.08333,15,high
2119,Solomon Islands,1900,71961,482,25.15,asia,FALSE,TRUE,-8,159,lower_mid
2120,Somalia,1900,1647387,763,31.3,africa,FALSE,TRUE,6,48,low
2121,South Africa,1900,4706972,2800,34.33,africa,FALSE,TRUE,-29,24,upper_mid
2122,Spain,1900,18652445,2729,34.75,europe,TRUE,FALSE,40,-4,high
2123,Sri Lanka,1900,3941352,2138,32.72,asia,FALSE,TRUE,7.75,80.75,lower_mid
2124,Sudan,1900,4888065,765,31.46,africa,FALSE,TRUE,16,30,lower_mid
2125,Suriname,1900,146521,2813,33.11,americas,FALSE,TRUE,4,-56,upper_mid
2126,Swaziland,1900,87753,722,32.96,africa,FALSE,TRUE,-26.5,31.5,lower_mid
2127,Sweden,1900,5111095,3487,52.24,europe,TRUE,FALSE,62,15,high
2128,Switzerland,1900,3297231,9634,47.45,europe,TRUE,FALSE,47.00016,8.01427,high
2129,Syria,1900,1854881,1521,31.98,asia,FALSE,TRUE,35,38,lower_mid
2130,Taiwan,1900,2809304,1123,28.33,asia,FALSE,FALSE,24,121,high
2131,Tajikistan,1900,965052,1107,25.64,asia,FALSE,FALSE,39,71,lower_mid
2132,Tanzania,1900,3974658,699,33.35,africa,FALSE,TRUE,-6,35,low
2133,Thailand,1900,7482399,1340,30.84,asia,FALSE,TRUE,15.5,101,upper_mid
2134,Timor-Leste,1900,330692,635,29.91,asia,FALSE,TRUE,-8.83333,125.75,lower_mid
2135,Togo,1900,897248,1007,32.37,africa,FALSE,TRUE,8.66667,1.08333,low
2136,Tonga,1900,20512,872,28.28,asia,FALSE,TRUE,-20,-175,upper_mid
2137,Trinidad and Tobago,1900,270875,1904,38.87,americas,FALSE,TRUE,11,-61,high
2138,Tunisia,1900,1651652,1053,29.89,africa,FALSE,TRUE,34,9,lower_mid
2139,Turkey,1900,14030306,1984,35.96,europe,TRUE,FALSE,39,35,upper_mid
2140,Turkmenistan,1900,764616,2035,24.04,asia,FALSE,TRUE,39.75,59.66667,upper_mid
2141,Tuvalu,1900,3903,945,NA,asia,FALSE,FALSE,-8.51719,179.14478,upper_mid
2142,Uganda,1900,2734805,684,25.53,africa,FALSE,TRUE,1.25,32.5,low
2143,Ukraine,1900,23471937,1647,36.31,europe,FALSE,FALSE,49,32,lower_mid
2144,United Arab Emirates,1900,47853,2001,31.24,asia,FALSE,TRUE,23.75,54.5,high
2145,United Kingdom,1900,37995760,8008,46.29,europe,TRUE,FALSE,54.75844,-2.69531,high
2146,United States,1900,77781471,6816,48.92,americas,TRUE,FALSE,39.76,-98.5,high
2147,Uruguay,1900,904637,5817,32.89,americas,FALSE,TRUE,-33,-56,high
2148,Uzbekistan,1900,3957768,816,28.89,asia,FALSE,FALSE,41.66667,63.83333,lower_mid
2149,Vanuatu,1900,38546,770,24.94,asia,FALSE,TRUE,-16,167,lower_mid
2150,Venezuela,1900,2695885,1236,32.49,americas,FALSE,TRUE,8,-66,upper_mid
2151,Palestine,1900,288776,1334,33.26,asia,FALSE,TRUE,31.92157,35.20329,lower_mid
2152,Vietnam,1900,14597796,1079,31.07,asia,FALSE,TRUE,16.16667,107.83333,lower_mid
2153,Yemen,1900,3183724,1164,23.53,asia,FALSE,TRUE,15.5,47.5,lower_mid
2154,Zambia,1900,741629,845,33.92,africa,FALSE,TRUE,-14.33333,28.5,lower_mid
2155,Zimbabwe,1900,1911594,980,34.19,africa,FALSE,TRUE,-19,29.75,low
2156,South Sudan,1900,1919153,748,29.65,africa,FALSE,TRUE,7.5,30,low
2157,Afghanistan,1910,5351413,820,29.77,asia,FALSE,TRUE,33,66,low
2158,Albania,1910,901124,1319,35.49,europe,FALSE,FALSE,41,20,upper_mid
2159,Algeria,1910,5404045,1949,32.53,africa,FALSE,TRUE,28,3,upper_mid
2160,Andorra,1910,4671,3596,NA,europe,FALSE,FALSE,42.50779,1.52109,high
2161,Angola,1910,3262493,1001,30.39,africa,FALSE,TRUE,-12.5,18.5,lower_mid
2162,Antigua and Barbuda,1910,32121,1391,33.73,americas,FALSE,TRUE,17.05,-61.8,high
2163,Argentina,1910,6852669,8490,43.21,americas,FALSE,TRUE,-34,-64,upper_mid
2164,Armenia,1910,936126,979,37.38,europe,FALSE,FALSE,40.25,45,lower_mid
2165,Australia,1910,4408208,8690,55.35,asia,TRUE,FALSE,-25,135,high
2166,Austria,1910,6608150,6661,44.46,europe,TRUE,FALSE,47.33333,13.33333,high
2167,Azerbaijan,1910,2018509,1703,32.78,europe,FALSE,FALSE,40.5,47.5,upper_mid
2168,Bahamas,1910,55827,2657,34.94,americas,FALSE,TRUE,25.04082,-77.37122,high
2169,Bahrain,1910,80493,2717,30.55,asia,FALSE,TRUE,26.03333,50.55,high
2170,Bangladesh,1910,30936533,1158,21.51,asia,FALSE,TRUE,24,90,lower_mid
2171,Barbados,1910,174350,1680,32.93,americas,FALSE,TRUE,13.16667,-59.53333,high
2172,Belarus,1910,5390481,1380,41.98,europe,FALSE,FALSE,53,28,upper_mid
2173,Belgium,1910,7499928,7602,51.36,europe,TRUE,FALSE,50.75,4.5,high
2174,Belize,1910,39793,1064,26.64,americas,FALSE,TRUE,17.49952,-88.19756,upper_mid
2175,Benin,1910,1532136,924,32.41,africa,FALSE,TRUE,9.5,2.25,low
2176,Bhutan,1910,143767,754,32.49,asia,FALSE,TRUE,27.5,90.5,lower_mid
2177,Bolivia,1910,1993674,2007,34.27,americas,FALSE,TRUE,-17,-65,lower_mid
2178,Bosnia and Herzegovina,1910,1866968,1209,35.16,europe,FALSE,TRUE,44.25,17.83333,upper_mid
2179,Botswana,1910,126673,615,34.03,africa,FALSE,TRUE,-22,24,upper_mid
2180,Brazil,1910,22414075,1487,32.54,americas,FALSE,TRUE,-10,-55,upper_mid
2181,Brunei,1910,21180,2057,28.91,asia,FALSE,TRUE,4.5,114.66667,high
2182,Bulgaria,1910,4531387,2435,43.6,europe,FALSE,FALSE,42.66667,25.25,upper_mid
2183,Burkina Faso,1910,3201230,532,30.78,africa,FALSE,TRUE,12.5,-1.66667,low
2184,Burundi,1910,1699544,463,31.75,africa,FALSE,TRUE,-3.5,30,low
2185,Cambodia,1910,3051757,1035,36.02,asia,FALSE,TRUE,13,105,lower_mid
2186,Cameroon,1910,2354331,970,30.15,africa,FALSE,TRUE,6,12.5,lower_mid
2187,Canada,1910,7179510,6791,52.15,americas,TRUE,FALSE,60.10867,-113.64258,high
2188,Cape Verde,1910,124067,779,35.19,africa,FALSE,TRUE,16,-24,lower_mid
2189,Central African Republic,1910,741742,657,31.81,africa,FALSE,TRUE,7,21,low
2190,Chad,1910,1479230,648,33.25,africa,FALSE,TRUE,15,19,low
2191,Chile,1910,3369878,4509,31.62,americas,TRUE,TRUE,-33.45694,-70.64827,high
2192,China,1910,424941273,990,31.67,asia,FALSE,TRUE,35,105,upper_mid
2193,Colombia,1910,5019920,1405,33.06,americas,FALSE,TRUE,4,-73.25,upper_mid
2194,Comoros,1910,115622,778,33.02,africa,FALSE,TRUE,-12.23333,44.44553,low
2195,"Congo, Dem. Rep.",1910,9315189,763,33.45,africa,FALSE,TRUE,-2.5,23.5,low
2196,"Congo, Rep.",1910,614985,784,31.58,africa,FALSE,TRUE,-1,15.5,lower_mid
2197,Costa Rica,1910,359204,2125,35.55,americas,FALSE,TRUE,10,-84,upper_mid
2198,Cote d'Ivoire,1910,1991150,1261,33.25,africa,FALSE,TRUE,8,-5.5,lower_mid
2199,Croatia,1910,2710759,3310,36.01,europe,FALSE,FALSE,45.16667,15.5,upper_mid
2200,Cuba,1910,2268557,3093,35.66,americas,FALSE,TRUE,22,-79.5,upper_mid
2201,Cyprus,1910,270836,2480,45.65,europe,FALSE,FALSE,35,33,high
2202,Czech Republic,1910,7675752,4566,44.34,europe,TRUE,FALSE,49.75,15,high
2203,Denmark,1910,2880480,6934,58.08,europe,TRUE,FALSE,56,10,high
2204,Djibouti,1910,45389,1065,32.48,africa,FALSE,TRUE,11.58901,43.14503,lower_mid
2205,Dominica,1910,33457,1219,NA,americas,FALSE,TRUE,15.5,-61.33333,upper_mid
2206,Dominican Republic,1910,704605,1090,31.22,americas,FALSE,TRUE,19,-70.66667,upper_mid
2207,Ecuador,1910,1682403,943,34.11,americas,FALSE,TRUE,-1.25,-78.25,upper_mid
2208,Egypt,1910,11269938,1364,32.84,africa,FALSE,TRUE,27,30,lower_mid
2209,El Salvador,1910,947617,2080,29.18,americas,FALSE,TRUE,13.83333,-88.91667,lower_mid
2210,Equatorial Guinea,1910,108803,420,31.15,africa,FALSE,TRUE,1.7,10.5,upper_mid
2211,Eritrea,1910,672416,671,31.63,africa,FALSE,TRUE,15,39,low
2212,Estonia,1910,762324,2286,46.99,europe,FALSE,FALSE,59,26,high
2213,Ethiopia,1910,10317724,541,29.91,africa,FALSE,TRUE,9,39.5,low
2214,Fiji,1910,137824,1068,26.91,asia,FALSE,TRUE,-18,178,upper_mid
2215,Finland,1910,2930438,3190,48.44,europe,TRUE,FALSE,64,26,high
2216,France,1910,41294570,4539,51.46,europe,TRUE,FALSE,46,2,high
2217,Gabon,1910,339239,413,32.02,africa,FALSE,TRUE,-1,11.75,upper_mid
2218,Gambia,1910,201695,880,34.03,africa,FALSE,TRUE,13.5,-15.5,low
2219,Georgia,1910,2439938,1115,35.59,europe,FALSE,FALSE,41.99998,43.4999,lower_mid
2220,Germany,1910,64213148,5160,48.38,europe,TRUE,FALSE,51.5,10.5,high
2221,Ghana,1910,2007946,952,29.34,africa,FALSE,TRUE,8.1,-1.2,lower_mid
2222,Greece,1910,5305864,3438,42.6,europe,TRUE,FALSE,39,22,high
2223,Grenada,1910,66820,1408,38.12,americas,FALSE,TRUE,12.11667,-61.66667,upper_mid
